TFA AMA Th Tz
1.124310227969759524e+01 6.901732135312688854e+01 6.734869431082736924e+01 -1.508456235319787453e+01
1.693032388625615425e+01 6.736306952364888900e+01 6.679536098303037761e+01 -8.727135085159222427e+00
2.200606715649096756e+01 6.608505366806795678e+01 6.601965210522074301e+01 -2.939362893050791570e+00
2.663477452540566404e+01 6.518873512149694704e+01 6.514430004960146903e+01 2.406524005320356707e+00
3.096507517692032962e+01 6.467836714940567333e+01 6.424919580439915023e+01 7.438549294136418411e+00
3.513121882122747053e+01 6.456098812350518301e+01 6.338191101616732936e+01 1.228228575722062033e+01
3.925684823346469443e+01 6.484956091742904505e+01 6.256477882007335722e+01 1.706206325092720277e+01
4.345978062192861557e+01 6.556573095472595014e+01 6.179846191788818288e+01 2.190468397879397955e+01
4.785707836023617290e+01 6.674259487645556987e+01 6.106180053967709398e+01 2.694495287981339260e+01
5.256986924937238825e+01 6.842777932866931678e+01 6.030716334250513455e+01 3.233275480736939045e+01
5.772705012686693493e+01 7.068698558517316144e+01 5.944946246476906992e+01 3.824148720654692823e+01
6.346580997225061083e+01 7.360782795649608090e+01 5.834515971238241150e+01 4.487710635290241612e+01
6.992383434248570495e+01 7.730293831260696891e+01 5.675447271509594316e+01 5.248498926925819319e+01
7.721067569531631136e+01 8.190906112934358418e+01 5.427504333894422928e+01 6.134585532573712641e+01
8.532875503280358487e+01 8.757311641996875551e+01 5.022939567042183029e+01 7.173603369360206727e+01
9.397837347090478488e+01 9.440228237797862221e+01 4.349044814230786926e+01 8.378765922588387127e+01
1.021223349663211195e+02 1.023254573990830352e+02 3.228072604022214875e+01 9.710022635528549984e+01
1.071826120027235874e+02 1.107716472645352184e+02 1.421923013526626356e+01 1.098552289700355971e+02
1.042342408292074083e+02 1.181151281937887347e+02 -1.246327006787671365e+01 1.174557380780109668e+02
8.741157943837993116e+01 1.213360067246547374e+02 -4.527988009890620447e+01 1.125706843992437314e+02
5.646141916477023415e+01 1.173398415834463151e+02 -7.422186669233634859e+01 9.088318286423142922e+01
2.158721273901737447e+01 1.060435299096634054e+02 -8.817632904623528134e+01 5.890810836915169801e+01
-5.458785393834688193e+00 9.090921419351813881e+01 -8.618235865908079063e+01 2.893244340252860169e+01
-2.126108278655582495e+01 7.569058749633003913e+01 -7.531812411928491713e+01 7.499680972653784750e+00
-2.844610048454695672e+01 6.231903879920421474e+01 -6.206659770182803015e+01 -5.603574446382941332e+00
-3.049859101955816953e+01 5.123223964926557983e+01 -4.959273428566365993e+01 -1.285702475502556474e+01
-2.984889381011199561e+01 4.222035088397978342e+01 -3.886702235297318708e+01 -1.648977265397722647e+01
-2.788687385453696521e+01 3.491488252787771529e+01 -2.992566253125829689e+01 -1.798620982866439988e+01
-2.534591175665287111e+01 2.897434105820657280e+01 -2.251160118110050590e+01 -1.824116915168404418e+01
-2.259697817690592814e+01 2.413414688773243810e+01 -1.632329768594378905e+01 -1.777658568608458722e+01
-1.981979888242585019e+01 2.021090986455839911e+01 -1.109332992530576689e+01 -1.689434546591312980e+01
-1.709432440970359934e+01 1.709569297504954122e+01 -6.604208467131034155e+00 -1.576854935686326620e+01
-1.444827610349197933e+01 1.474488678400394548e+01 -2.684071085374270638e+00 -1.449853263891736077e+01
-1.188162786257527159e+01 1.316340809473986084e+01 8.023792517108034872e-01 -1.313893071011058034e+01
-9.379050077817838726e+00 1.236864248129479193e+01 3.962703526544199661e+00 -1.171666751217274971e+01
-6.915961005603760370e+00 1.233922372708801163e+01 6.884034877556267418e+00 -1.024043485364369666e+01
-4.461035611135631740e+00 1.298829102305282923e+01 9.638794441218580644e+00 -8.705707634618136126e+00
-1.976571101435134814e+00 1.419109512279749730e+01 1.228906498110568535e+01 -7.096905147629412269e+00
5.826736861319332661e-01 1.583455783997629318e+01 1.488987654027884133e+01 -5.387466807582996786e+00
3.272009548583106664e+00 1.784577378607345821e+01 1.749153384595069483e+01 -3.538062427327686166e+00
6.160881859718863041e+00 2.019612675058802864e+01 2.014088674248951705e+01 -1.492721324302508368e+00
9.338886871900905717e+00 2.289599975047688574e+01 2.288103121306610532e+01 8.277772650491896922e-01
1.292433078730242357e+01 2.598983181337721504e+01 2.574810723657771305e+01 3.536429190769807995e+00
1.707579122528316162e+01 2.955415767710073283e+01 2.876213117759989046e+01 6.796178788515536695e+00
2.200587370171854218e+01 3.369745844110720867e+01 3.190509256782059566e+01 1.084360519518054389e+01
2.799131811926583424e+01 3.855721848302171395e+01 3.507176026832324567e+01 1.601969815036271072e+01
3.535712946741266904e+01 4.428192904599563207e+01 3.796385773206974079e+01 2.279549837432295334e+01
4.436542069271962418e+01 5.096677728976842303e+01 3.987918010222085030e+01 3.173741296450432259e+01
5.483513377313835235e+01 5.847450004964915138e+01 3.936994828038473315e+01 4.323510527865347797e+01
6.523846943940573340e+01 6.605220047744272449e+01 3.402224063239427210e+01 5.661607837234707574e+01
7.164907749013998739e+01 7.188060939246246051e+01 2.149528527235378661e+01 6.859136037207522918e+01
6.921267433888004916e+01 7.348642626257898769e+01 3.030389770382532433e+00 7.342391696637425014e+01
5.773190766158017340e+01 6.982866520722338066e+01 -1.479480972520863347e+01 6.824335930929369454e+01
4.297967733529265644e+01 6.256021851339981765e+01 -2.604845779207913381e+01 5.687933532574554363e+01
3.028259970292713277e+01 5.423190723344839625e+01 -3.036956726335389689e+01 4.493093751986458528e+01
2.125706708392056754e+01 4.644557605027009117e+01 -3.032559915994208311e+01 3.517882275221759869e+01
1.540507273202290328e+01 3.975783542763187484e+01 -2.821230218629833075e+01 2.801341612941283188e+01
1.180011498093235467e+01 3.419729442633399685e+01 -2.533934453867367154e+01 2.296459371362278645e+01
9.684775339607202937e+00 2.961949747665890342e+01 -2.232521470485473714e+01 1.946533891695546359e+01
8.543993027331593382e+00 2.585735390023538116e+01 -1.942726512171087450e+01 1.706411792659596927e+01
8.047327833928862972e+00 2.276933693131871550e+01 -1.673428644865421688e+01 1.544041325050279312e+01
7.985781688276165191e+00 2.024885094767876126e+01 -1.426115172140505116e+01 1.437482230430612340e+01
8.226870120883971182e+00 1.822111459787117127e+01 -1.199245963505736690e+01 1.371823345370218128e+01
8.686069105747371566e+00 1.663663326538710407e+01 -9.902019897254762171e+00 1.336890303507941624e+01
9.309279722330533247e+00 1.546376060454575807e+01 -7.961252037384600300e+00 1.325693622342435951e+01
1.006212435427992702e+01 1.468091504094340394e+01 -6.142553032592710238e+00 1.333410321998387538e+01
1.092338782536997321e+01 1.426916897556394481e+01 -4.420401920662683892e+00 1.356721158208267397e+01
1.188098312832671688e+01 1.420674899698245319e+01 -2.771463962108091650e+00 1.393379720571524771e+01
1.292948422661093844e+01 1.446706812799765629e+01 -1.174267313498468468e+00 1.441933273409607885e+01
1.406866448013956017e+01 1.502054819031341815e+01 3.912934166115995538e-01 1.501545062259685004e+01
1.530271592052622687e+01 1.583869112091949738e+01 1.944521365424440873e+00 1.571887314928465074e+01
1.663997028074364337e+01 1.689826299058108461e+01 3.504514908578188148e+00 1.653087013300859454e+01
1.809303880518329777e+01 1.818429222015781477e+01 5.090798803527558647e+00 1.745715472492852882e+01
1.967936022428465748e+01 1.969176687773149936e+01 6.724007494203737778e+00 1.850819834518787843e+01
2.142221291974316699e+01 2.142659454159204913e+01 8.426649237260395608e+00 1.970001361121257943e+01
2.335232412160785032e+01 2.340652502786607769e+01 1.022398449313109836e+01 2.105553501966492291e+01
2.551031457025890958e+01 2.566264854939157658e+01 1.214504880298042977e+01 2.260684233020642964e+01
2.795037847799544295e+01 2.824201895986474042e+01 1.422382800206106523e+01 2.439865471490473325e+01
3.074585954008374244e+01 3.121202444419859390e+01 1.650052194832375108e+01 2.649383410037393105e+01
3.399781668536467549e+01 3.466738483006771077e+01 1.902263462458103049e+01 2.898218319753879157e+01
3.784839313658392967e+01 3.874114814432461174e+01 2.184510365913013175e+01 3.199481216794944416e+01
4.250195749778058740e+01 4.362185977021279371e+01 2.502730201364695972e+01 3.572815141775197390e+01
4.825860003380050500e+01 4.958017549947644653e+01 2.862106604158525158e+01 4.048491547727498840e+01
5.556564978547792322e+01 5.700896670410314471e+01 3.263388369220177054e+01 4.674453893058939968e+01
6.508718937767397961e+01 6.647786787204272230e+01 3.692359106363630161e+01 5.528069590533505107e+01
7.774883670726505613e+01 7.878004852734218844e+01 4.090500328625557813e+01 6.732812749603104407e+01
9.450682024709257689e+01 9.484015283645028660e+01 4.276891559571318879e+01 8.464912550527624546e+01
1.148111570864631545e+02 1.149505000062593183e+02 3.776278928646628685e+01 1.085706645323448782e+02
1.315010438870302778e+02 1.360192233744686234e+02 1.702628645004399033e+01 1.349493782761322507e+02
1.272745884204673672e+02 1.479916664174795073e+02 -2.233959968028235821e+01 1.462958496169568718e+02
9.814500806924854714e+01 1.421565881529296007e+02 -5.858576342879138110e+01 1.295229859088622675e+02
6.755953936745540034e+01 1.253575329895078312e+02 -7.259736009406906021e+01 1.021965478114971120e+02
4.914210857338520100e+01 1.085720828638354476e+02 -7.135541859549540789e+01 8.183093189285564506e+01
4.101002651194618664e+01 9.614992882172484201e+01 -6.527031906098922320e+01 7.060165906053072149e+01
3.901432573570045292e+01 8.850416279936479214e+01 -5.904136990342623648e+01 6.593256761831182189e+01
4.057200885617133679e+01 8.515529632438649799e+01 -5.421859668147374123e+01 6.566405611889777560e+01
4.435094985335494755e+01 8.571333147746635461e+01 -5.139190765049163900e+01 6.859771877409163210e+01
4.960234773479999149e+01 9.006494863801663087e+01 -5.111981201895654436e+01 7.415160006577821150e+01
5.560814682937098041e+01 9.835529183062274683e+01 -5.438793644037541952e+01 8.194947102236017145e+01
6.099192246160117037e+01 1.108310772176096748e+02 -6.295292362266881980e+01 9.121653953408990390e+01
6.255137935056694687e+01 1.272950144522031195e+02 -7.936132258845424303e+01 9.952789147469115960e+01
5.400745627576710461e+01 1.456532277002285127e+02 -1.051889004083668624e+02 1.007479923887979538e+02
2.871853364631999028e+01 1.599223269700553942e+02 -1.351088108872118312e+02 8.556143923614737901e+01
-8.690734519108708866e+00 1.622879285542651360e+02 -1.535104428263896921e+02 5.264898572318373482e+01
-4.044037442427234907e+01 1.516998890755205593e+02 -1.507129990326261577e+02 1.727565535998187585e+01
-5.684486890262206060e+01 1.349466166591145111e+02 -1.347722602895667592e+02 -6.857638382363425933e+00
-6.148411826905498856e+01 1.182347863284443008e+02 -1.166695156481583950e+02 -1.917521359873213527e+01
-6.027674555565211989e+01 1.040125291368116365e+02 -1.011739812631888356e+02 -2.413362245482438340e+01
-5.682385921379362514e+01 9.256417330325220405e+01 -8.903560127745602415e+01 -2.531378842600172163e+01
-5.278927317937572639e+01 8.348698415708805953e+01 -7.974450651278192481e+01 -2.471619316720829929e+01
-4.885080496253124238e+01 7.628813632744186179e+01 -7.262899895189633526e+01 -2.334327002713621368e+01
-4.525240220955743098e+01 7.055056740694087125e+01 -6.713641979466838450e+01 -2.168141366690295513e+01
-4.205848124775110364e+01 6.595502117960843691e+01 -6.286096877469622513e+01 -1.996405328357105446e+01
-3.926352309655406714e+01 6.226487149573981128e+01 -5.951438428433456096e+01 -1.830170171425443471e+01
-3.683830274649375980e+01 5.930614640274106364e+01 -5.689306314488203498e+01 -1.674509979474061794e+01
-3.474908498444364113e+01 5.695084791066724961e+01 -5.485265312032355922e+01 -1.531618501472904192e+01
-3.296534507746559939e+01 5.510457173077002579e+01 -5.329026474221493004e+01 -1.402360543284868655e+01
-3.146266930062650147e+01 5.369769858505853222e+01 -5.213240147442335370e+01 -1.287072452666668099e+01
-3.022371787395275788e+01 5.267922967467224282e+01 -5.132682442126119327e+01 -1.185994662491760820e+01
-2.923852238725882913e+01 5.201250935900042549e+01 -5.083704695659762507e+01 -1.099526200473618509e+01
-2.850469707159198407e+01 5.167228707301075019e+01 -5.063856903241597252e+01 -1.028399619335185911e+01
-2.802784828892422908e+01 5.164273882303676544e+01 -5.071624698288877653e+01 -9.738314285081031585e+00
-2.782234878503949460e+01 5.191618791339858063e+01 -5.106236933831942082e+01 -9.376833421596519003e+00
-2.791260643913654604e+01 5.249234212385552212e+01 -5.167509480346232920e+01 -9.226622280177988245e+00
-2.833495606996796568e+01 5.337790661754946342e+01 -5.255691385580507102e+01 -9.325863006999153271e+00
-2.914030822681558419e+01 5.458643780027677650e+01 -5.371270888034030833e+01 -9.727491786647609828e+00
-3.039766484386793621e+01 5.613826108543052840e+01 -5.514676977180422313e+01 -1.050419637247815707e+01
-3.219848613568692741e+01 5.806015349189938490e+01 -5.685769062441902832e+01 -1.175518780627384174e+01
-3.466150270350144069e+01 6.038422392561569296e+01 -5.882928351720751436e+01 -1.361506151109554352e+01
-3.793654212892963784e+01 6.314488245984998116e+01 -6.101427586599676545e+01 -1.626451110289866975e+01
-4.220348287624622685e+01 6.637175174891856955e+01 -6.330537319113317096e+01 -1.994089153853037644e+01
-4.765699453556122478e+01 7.007451797865829235e+01 -6.548541638155549549e+01 -2.494189871031490924e+01
-5.445683564670994770e+01 7.421284895235407930e+01 -6.714687768976007476e+01 -3.160448965165111801e+01
-6.260599102221158319e+01 7.864164472632852210e+01 -6.757914819996761935e+01 -4.021898822482842917e+01
-7.170622301412163324e+01 8.302474637527507184e+01 -6.566320026966458556e+01 -5.080799780570645652e+01
-8.058860405903328683e+01 8.673571471419377588e+01 -5.992491018940850722e+01 -6.270637404421766803e+01
-8.704843118247954692e+01 8.883656587306003871e+01 -4.905189036945628800e+01 -7.406650718983161141e+01
-8.830965995225018617e+01 8.830967329938603427e+01 -3.303636362421151773e+01 -8.189747906213700901e+01
-8.263882055086854450e+01 8.460269800238670257e+01 -1.415372684189140884e+01 -8.341036222057886107e+01
-7.090044137923953826e+01 7.809423610826196693e+01 3.795228661242894042e+00 -7.800196121086858625e+01
-5.605218747470452456e+01 6.992985555961699617e+01 1.777093047867083087e+01 -6.763415356542243728e+01
-4.110324409134530299e+01 6.137552274372817607e+01 2.686290104845425120e+01 -5.518459331486324970e+01
-2.780818798719820251e+01 5.333582517367891285e+01 3.178160239833506751e+01 -4.283269774309556510e+01
-1.670347173739519064e+01 4.627948115856411704e+01 3.376001171618289476e+01 -3.165520470995385693e+01
-7.652495908565587257e+00 4.037712019420455078e+01 3.389182219200446866e+01 -2.194666771249782045e+01
-2.810221470117699738e-01 3.565073964321936728e+01 3.294849048752792697e+01 -1.361514640765551221e+01
5.804959573437850295e+00 3.206670045392157675e+01 3.141507564672655306e+01 -6.431663868081307633e+00
1.094138255000641458e+01 2.957526133010008351e+01 2.957488916622955699e+01 -1.483696362166220251e-01
1.539207456683483954e+01 2.811639078597270114e+01 2.758171365612083292e+01 5.457151511666888055e+00
1.935719077734738036e+01 2.761245685186539944e+01 2.550877832379913457e+01 1.057118734217702638e+01
2.298645619810886132e+01 2.796541747952255719e+01 2.337866147346915824e+01 1.534609926049335726e+01
2.639091450453868504e+01 2.906638466461118497e+01 2.118014531765913233e+01 1.990618400884474681e+01
2.965139110599521644e+01 3.081256308064903493e+01 1.887655803520680564e+01 2.435343097681403179e+01
3.282330235565526522e+01 3.312164445894778453e+01 1.640840108676680487e+01 2.877164759690929330e+01
3.593755739643858504e+01 3.593840845687668661e+01 1.369176382694175587e+01 3.322807255500317325e+01
3.899678811767179099e+01 3.923413062846712052e+01 1.061321423769467032e+01 3.777137394530965508e+01
4.196517793332791513e+01 4.300115166475408301e+01 7.021545912812960033e+00 4.242401368905873227e+01
4.474872780286104756e+01 4.724341731147439560e+01 2.717271338152419613e+00 4.716520874268419306e+01
4.716106048078530932e+01 5.196084163893386432e+01 -2.556892028371198222e+00 5.189789366613653954e+01
4.886912020098012022e+01 5.712142064377752604e+01 -9.114535270828017843e+00 5.638955526655805528e+01
4.931864028342441486e+01 6.260991072299955817e+01 -1.728672687746313130e+01 6.017615802463604524e+01
4.766687012787532041e+01 6.813775424745426790e+01 -2.728737203897479091e+01 6.243518944548056737e+01
4.283240591721181545e+01 7.310831812453083955e+01 -3.888759281832994930e+01 6.190784525238603919e+01
3.391945561848436341e+01 7.649043004836700277e+01 -5.085980479222185124e+01 5.713200631415995900e+01
2.126455370906767328e+01 7.689836139828155126e+01 -6.055283618709413673e+01 4.739949383104909941e+01
7.546968306746375532e+00 7.316487200578029615e+01 -6.464828597656753573e+01 3.425927051053704986e+01
-2.859359222284286517e+00 6.527056622507343775e+01 -6.153085156419425061e+01 2.177615946687549453e+01
-6.674469498249759880e+00 5.478329639503999005e+01 -5.291609626466318872e+01 1.418084341693751682e+01
-3.498560721340444601e+00 4.455292355428093032e+01 -4.249177676606724674e+01 1.339447290849133410e+01
5.121778825727476558e+00 3.868868382164492914e+01 -3.363714585505569943e+01 1.911430549554231817e+01
1.724451208883068887e+01 4.175409130111690104e+01 -2.879784691447596146e+01 3.023389080936182083e+01
3.088026494014933121e+01 5.469935427011577644e+01 -3.029343596812488926e+01 4.554478120282004738e+01
4.286729956606585290e+01 7.534449200683727099e+01 -4.139102723472999656e+01 6.295693242385785737e+01
4.640271945969377754e+01 1.012804577587213402e+02 -6.608705518451849059e+01 7.674784857476164746e+01
3.023836286595106060e+01 1.274880872589086920e+02 -1.035043474610813377e+02 7.443159577485130285e+01
-9.321575828532246533e+00 1.441789612584530289e+02 -1.368926450883051587e+02 4.525457535204392912e+01
-5.223650511734285828e+01 1.446181580139144387e+02 -1.446031333835143187e+02 2.084572619769400781e+00
-7.770735111273725693e+01 1.333769746349779837e+02 -1.296182332588971349e+02 -3.144091235351950075e+01
-8.598658389592014828e+01 1.185394838074950030e+02 -1.078656884495787551e+02 -4.915895113451651355e+01
-8.501618654962246069e+01 1.044387702026993310e+02 -8.809112509008178904e+01 -5.610178608400806155e+01
-8.029075418556637089e+01 9.229334705371991276e+01 -7.227660439284183269e+01 -5.739472421589833573e+01
-7.441559212118080779e+01 8.209781681427946864e+01 -6.002687951472219652e+01 -5.600736792062284763e+01
-6.846196287569711103e+01 7.353109874307229177e+01 -5.052149162727376819e+01 -5.342659792761237014e+01
-6.282385219022038569e+01 6.625408812895274480e+01 -4.304407655345836048e+01 -5.036677146154053730e+01
-5.761377883533779709e+01 5.998320948583001666e+01 -3.705947215446479959e+01 -4.716546346484275176e+01
-5.283170343829580418e+01 5.449633287918856439e+01 -3.218424108681669082e+01 -4.397755021536544007e+01
-4.843569210459497754e+01 4.962214872674419297e+01 -2.814508848499134075e+01 -4.086822284405241845e+01
-4.437112289198272208e+01 4.522793527616182274e+01 -2.474553815055481465e+01 -3.785795122539146718e+01
-4.058233659566533902e+01 4.120937023995385573e+01 -2.184237782107230430e+01 -3.494456648314761082e+01
-3.701679392080467323e+01 3.748276662872733311e+01 -1.932963136721077646e+01 -3.211422029804517564e+01
-3.362603049234358110e+01 3.397930866108684000e+01 -1.712774866450141431e+01 -2.934678249435670594e+01
-3.036525917996240764e+01 3.064078060941924875e+01 -1.517630724611843540e+01 -2.661836085723491152e+01
-2.719241294884955096e+01 2.741638782011115438e+01 -1.342908293763332495e+01 -2.390226040685074338e+01
-2.406695390943302471e+01 2.426042556779084691e+01 -1.185075775832227052e+01 -2.116902901136196036e+01
-2.094856247019226814e+01 2.113077115358863622e+01 -1.041481810686398290e+01 -1.838589278077819245e+01
-1.779572252151737999e+01 1.798862225605164866e+01 -9.102400186748962341e+00 -1.551569661701301506e+01
-1.456417388803865620e+01 1.480120505799145292e+01 -7.902004212507751646e+00 -1.251535059813433648e+01
-1.120518933950521578e+01 1.155405994149486482e+01 -6.810162421170804947e+00 -9.333701780586805441e+00
-7.663651092735739745e+00 8.303046061669032696e+00 -5.833351860532809852e+00 -5.908686823094961404e+00
-3.875977818200658120e+00 5.440466506164135296e+00 -4.991754177913099610e+00 -2.163577137977962916e+00
2.318371650478177060e-01 4.765037863792984218e+00 -4.325986140310536854e+00 1.997856290432811655e+00
4.745288486979292841e+00 7.754480485906339204e+00 -3.908841212846120516e+00 6.697232859850244857e+00
9.759447087882843874e+00 1.269084308533000893e+01 -3.865713473169596792e+00 1.208775237833004113e+01
1.536889798255236350e+01 1.888004656915873269e+01 -4.410206669846127525e+00 1.835772958682111167e+01
2.163697541097960908e+01 2.639165058015480625e+01 -5.905879752878965938e+00 2.572236001399404870e+01
2.851478604450420562e+01 3.552916045736515827e+01 -8.969839192759573976e+00 3.437823770441460880e+01
3.564524282539238698e+01 4.670484262785373630e+01 -1.462833805995713377e+01 4.435486501496981049e+01
4.193545043730246391e+01 6.030424853213173719e+01 -2.447126622286173259e+01 5.511587357989473901e+01
4.481767496745793267e+01 7.631737065668144737e+01 -4.048453238893977613e+01 6.469423236423931201e+01
3.974971991386127002e+01 9.352690443176253154e+01 -6.360447284785946920e+01 6.856932904975774079e+01
2.236226923268250744e+01 1.086272576621346246e+02 -9.018311367642873222e+01 6.055482734530847466e+01
-5.161268972814909262e+00 1.172414208541053711e+02 -1.105324130006690382e+02 3.909138575362840129e+01
-3.255321111551913305e+01 1.176373274831745732e+02 -1.170067407027358826e+02 1.216402266959371659e+01
-5.150871666526882109e+01 1.121481055894403625e+02 -1.116611197516817953e+02 -1.043991968842879103e+01
-6.135220053151724784e+01 1.042253802998983332e+02 -1.011024423530495966e+02 -2.532244160634431651e+01
-6.503401929334266640e+01 9.610428804302347316e+01 -8.996729692966394509e+01 -3.379230183675131372e+01
-6.533773695947411397e+01 8.872859016315129566e+01 -8.013589000909971105e+01 -3.809201812440424106e+01
-6.399976374243959754e+01 8.234413765461803791e+01 -7.201491301897780772e+01 -3.993005520847352585e+01
-6.195618426946532509e+01 7.691632893221448342e+01 -6.547040291131347090e+01 -4.037013746618769261e+01
-5.968150430597208356e+01 7.232536591255507119e+01 -6.023656379630430280e+01 -4.003142436135322413e+01
-5.740778159472222342e+01 6.844227571618526440e+01 -5.605698281135854444e+01 -3.926779575297518932e+01
-5.524401534692132287e+01 6.515399822468361890e+01 -5.272145629421876833e+01 -3.828173886958188632e+01
-5.323781391643949945e+01 6.236903039245048319e+01 -5.006788218192738782e+01 -3.719009445956073279e+01
-5.140689156038485663e+01 6.001645521638281622e+01 -4.797472172747031038e+01 -3.606107280589239394e+01
-4.975527652030571346e+01 5.804325775893315864e+01 -4.635249226264611622e+01 -3.493517185174972184e+01
-4.828183598090720352e+01 5.641168756774596460e+01 -4.513668214612829388e+01 -3.383723421144772203e+01
-4.698497899080265938e+01 5.509723392415958187e+01 -4.428247213802611526e+01 -3.278365213697983194e+01
-4.586554143346083379e+01 5.408735771354058386e+01 -4.376107310984033205e+01 -3.178695872064056616e+01
-4.492895700674976922e+01 5.338100161387416875e+01 -4.355739390001895117e+01 -3.085911161940713399e+01
-4.418740837063107563e+01 5.298889540935766007e+01 -4.366879775543333153e+01 -3.001431557272139372e+01
-4.366251451258649752e+01 5.293471494934215826e+01 -4.410477156173472224e+01 -2.927205445907929970e+01
-4.338915444214791961e+01 5.325721275840812297e+01 -4.488736625139074476e+01 -2.866103734703014183e+01
-4.342123591194982168e+01 5.401349448190025271e+01 -4.605221432581874552e+01 -2.822500915562515900e+01
-4.384061467082106844e+01 5.528362446409808939e+01 -4.764967164689159063e+01 -2.803190906504300628e+01
-4.477097648188942003e+01 5.717657999035845506e+01 -4.974486412699431526e+01 -2.818882389140655320e+01
-4.639917699477396695e+01 5.983687529375285408e+01 -5.241338385884333917e+01 -2.886674275677238910e+01
-4.900641737280368204e+01 6.344893448935280134e+01 -5.572419253004680684e+01 -3.034108855510063307e+01
-5.300701445508615706e+01 6.822981686995673556e+01 -5.968862495005341628e+01 -3.305413683156304216e+01
-5.897031257621254241e+01 7.438371522501955724e+01 -6.412635892792587811e+01 -3.769280012580155415e+01
-6.752377625796843574e+01 8.195255543397691156e+01 -6.835414229557194687e+01 -4.520987251912750793e+01
-7.884247667910442203e+01 9.044237309150904025e+01 -7.062167794015280720e+01 -5.650134029685537485e+01
-9.129661961227080269e+01 9.819187992588464908e+01 -6.771480621705947556e+01 -7.110801855181615849e+01
-1.000837918094602230e+02 1.021803256296082623e+02 -5.658513826037921035e+01 -8.508196679571146603e+01
-9.987330387140852395e+01 9.988593403227757506e+01 -3.888593018521405753e+01 -9.200589248048825652e+01
-9.102799258925482206e+01 9.205377447932656310e+01 -2.139347933565370141e+01 -8.953332585024233481e+01
-7.884288211670272517e+01 8.186693747754254957e+01 -9.095014324433524422e+00 -8.136016326427946410e+01
-6.752690459380745835e+01 7.195240084624941801e+01 -2.260306550504262546e+00 -7.191688954506514619e+01
-5.848293925219499556e+01 6.341897294817137265e+01 8.355560884829498214e-01 -6.341346841029822912e+01
-5.163424935140631788e+01 5.643402562936208966e+01 1.774141424240841314e+00 -5.640613150130302955e+01
-4.651633263401800633e+01 5.081733560077708489e+01 1.545327953972390089e+00 -5.079383386865651318e+01
-4.268896331615221840e+01 4.632522031769592985e+01 6.894586081607054773e-01 -4.632008942468376489e+01
-3.982827243661122907e+01 4.274962198089144039e+01 -5.190370941476123434e-01 -4.274647096549627179e+01
-3.772304672817435289e+01 3.994441664019097260e+01 -1.952744171246489469e+00 -3.989665663845566002e+01
-3.625581095286510447e+01 3.783093559373167380e+01 -3.565682687783312321e+00 -3.766252241774462561e+01
-3.539199944075717497e+01 3.640322312244232705e+01 -5.357891562030692612e+00 -3.600677230344091839e+01
-3.518420454002333031e+01 3.574136226397298799e+01 -7.351741110692797676e+00 -3.497709077561914626e+01
-3.579516606185918448e+01 3.603517423939698006e+01 -9.559352432283162671e+00 -3.474410113298517189e+01
-3.753476815739986705e+01 3.760730198717871531e+01 -1.189617119277773583e+01 -3.567618636719711844e+01
-4.084192123068482516e+01 4.086923708755075069e+01 -1.391444827531993234e+01 -3.842762898373877078e+01
-4.581681895618811495e+01 4.593669576698702883e+01 -1.408828469863566646e+01 -4.372299454793681406e+01
-5.015177968480397652e+01 5.124273816023455907e+01 -9.035557494173550808e+00 -5.043983460448540512e+01
-4.736892127806613217e+01 5.217664425263662054e+01 2.538959809561645464e+00 -5.211483367095810593e+01
-3.651984813723153422e+01 4.624329804139298972e+01 1.262177375161382820e+01 -4.448745262552321833e+01
-2.561425725053536695e+01 3.739704837371287738e+01 1.566856028188291994e+01 -3.395637562754338035e+01
-1.802082078773104357e+01 2.903976255640770532e+01 1.436298711543591722e+01 -2.523910478710290661e+01
-1.286590749090909824e+01 2.170901794784668937e+01 1.139280972714080242e+01 -1.847932214073599511e+01
-9.032468967499841739e+00 1.492192341197325689e+01 7.629132464488098009e+00 -1.282420118962929223e+01
-5.981262185378318108e+00 8.203561087017629205e+00 2.965078843018010168e+00 -7.648968686242404225e+00
-3.791169588740968432e+00 4.285890211724140642e+00 -3.273611456817461018e+00 -2.766283235091131942e+00
-3.462874931555821156e+00 1.230595795392885883e+01 -1.224604009270190019e+01 1.212890436850149189e+00
-7.646130337522898834e+00 2.512621553491504756e+01 -2.505603299959942021e+01 1.876677231169770588e+00
-2.017001255428394302e+01 4.020605727066710244e+01 -3.980393041125886100e+01 -5.672227522572123704e+00
-3.913791727801516629e+01 5.282740463429612277e+01 -4.755947369841930339e+01 -2.299632887930187763e+01
-5.276102373623385944e+01 5.807416832903031434e+01 -4.226452369793193498e+01 -3.982862116236887573e+01
-5.608539550764058390e+01 5.716825644309468402e+01 -3.127778048079022355e+01 -4.785300401164941775e+01
-5.383733970593546303e+01 5.386453242407905861e+01 -2.175455521852751062e+01 -4.927603048652256490e+01
-5.009328565610438488e+01 5.024851113056662655e+01 -1.510605699465555496e+01 -4.792410576017977064e+01
-4.642834084825568652e+01 4.698852717530052558e+01 -1.068510843533782051e+01 -4.575751461595164926e+01
-4.324660460526143879e+01 4.420116789232687182e+01 -7.729308783460321131e+00 -4.352012211351883764e+01
-4.057257816833769226e+01 4.184326407427968775e+01 -5.710413568650333005e+00 -4.145177831245457156e+01
