TFA AMA INC
6.249029693854371459e+01 6.608757738204404575e+01 8.606730651861143144e+01
8.987007495411005209e+01 9.448892166698418293e+01 8.398420451937595033e+01
1.220735231435516397e+02 1.307930185970038224e+02 8.959263523316285216e+01
1.471167745437296617e+02 1.695034266932598541e+02 1.012705733246423705e+02
1.437096853715148370e+02 1.981649310873904994e+02 1.168694506723459199e+02
1.083577522941381801e+02 2.064400086052888810e+02 1.327656130934998657e+02
6.473600312392460410e+01 1.981008985229654513e+02 1.459970646002014973e+02
3.054212934554189474e+01 1.831686652684142302e+02 1.558879632739430861e+02
7.936152216215219823e+00 1.678678857528218771e+02 1.630623741478812860e+02
-6.297814392926298410e+00 1.543778175986242331e+02 1.683167398304915139e+02
-1.526384761292810666e+01 1.430538980350652025e+02 1.722597033522753520e+02
-2.101623024565349596e+01 1.336759359087825487e+02 1.753017573126998911e+02
-2.479840595681828930e+01 1.259113036369511462e+02 1.777129541336095144e+02
-2.735429565171589417e+01 1.194546156493581321e+02 1.796727773029695641e+02
-2.913596619655094955e+01 1.140578515922913994e+02 -1.786966750176165704e+02
-3.042535558912479132e+01 1.095278321886789712e+02 -1.773099694179112191e+02
-3.140373678864632723e+01 1.057161867902284484e+02 -1.761054934730924799e+02
-3.219165302428505271e+01 1.025093498450484617e+02 -1.750373833848775860e+02
-3.287236691141542622e+01 9.982041961843582101e+01 -1.740703308620125824e+02
-3.350601793543071949e+01 9.758298049414464970e+01 -1.731761440098783282e+02
-3.413845864127721796e+01 9.574655042632137736e+01 -1.723313894339213732e+02
-3.480699832008219374e+01 9.427327406787966879e+01 -1.715157051040153249e+02
-3.554433898401114789e+01 9.313554606695595339e+01 -1.707105255685725922e+02
-3.638147101276596374e+01 9.231432546808633788e+01 -1.698980491918134987e+02
-3.735000946260383614e+01 9.179796510868908399e+01 -1.690603272611829198e+02
-3.848429314503258070e+01 9.158142403780495044e+01 -1.681783814979852991e+02
-3.982348074733030074e+01 9.166575564620946182e+01 -1.672312675365203916e+02
-4.141382754949198386e+01 9.205776723941299622e+01 -1.661950014112389340e+02
-4.331128586204729913e+01 9.276972090112498393e+01 -1.650412561268403238e+02
-4.558450824497978715e+01 9.381887376001486700e+01 -1.637357176458487231e+02
-4.831818298379398868e+01 9.522650404770276111e+01 -1.622359675987430876e+02
-5.161626687493604493e+01 9.701577302997573327e+01 -1.604887438446878605e+02
-5.560382614985633154e+01 9.920721637212304245e+01 -1.584264476617058222e+02
-6.042428752479768406e+01 1.018096531645988989e+02 -1.559628891576423655e+02
-6.622487669782141495e+01 1.048026034493977789e+02 -1.529886599068696285e+02
-7.311529299994256803e+01 1.081038442471541714e+02 -1.493675633262949702e+02
-8.107250210832879134e+01 1.115135717154391841e+02 -1.449379131105460488e+02
-8.975499699096681638e+01 1.146298472529523309e+02 -1.395271165734996259e+02
-9.821807492818305718e+01 1.167530926298987310e+02 -1.329943559503824133e+02
-1.046722977252766356e+02 1.168627437930980477e+02 -1.253173056271301675e+02
-1.067312747103623849e+02 1.138370860589916447e+02 -1.167138705077264973e+02
-1.026103626880477293e+02 1.070192346995508501e+02 -1.077226104312846218e+02
-9.264409265431451956e+01 9.680120842853096974e+01 -9.912122855007775968e+01
-7.934320669705491014e+01 8.457350627327440407e+01 -9.167901373990061131e+01
-6.571001998449092696e+01 7.199286479726337973e+01 -8.593359262357891737e+01
-5.372227480415217116e+01 6.029632801474627968e+01 -8.215218767464773464e+01
-4.409665971495557812e+01 5.012219946143115124e+01 -8.043205899442531859e+01
-3.676912446618780450e+01 4.167323943377432016e+01 -8.081155111156721205e+01
-3.137319269289704238e+01 3.493371940945701226e+01 -8.331465922332372998e+01
-2.750300507673482642e+01 2.981384423297859954e+01 -8.790253133853006773e+01
-2.481392448103641613e+01 2.620994379581661704e+01 -9.433487542378566104e+01
-2.304386605568444679e+01 2.400252335925810243e+01 -1.020180880304169619e+02
-2.200535607356177081e+01 2.302766995870344147e+01 -1.100231511526191781e+02
-2.157048892896438730e+01 2.306769770310437906e+01 -1.173760699195752295e+02
-2.165662862557733348e+01 2.388259379903687574e+01 -1.234022522843520591e+02
-2.221465473371277355e+01 2.525585536976797130e+01 -1.278313550337551732e+02
-2.321926198118693563e+01 2.702006260433216056e+01 -1.306748496485863029e+02
-2.465993627870903282e+01 2.905652964326023735e+01 -1.320614777159835285e+02
-2.653072937251481989e+01 3.128123845149771398e+01 -1.321317453191769289e+02
-2.881650730435585217e+01 3.362740708263509504e+01 -1.309930847155756055e+02
-3.147310456264965950e+01 3.602872507614328157e+01 -1.287100177666326601e+02
-3.439954538900195047e+01 3.840408356835659731e+01 -1.253106318382045998e+02
-3.740383492024416512e+01 4.064474437608775048e+01 -1.208007763858539363e+02
-4.017188870540547896e+01 4.260718965863112828e+01 -1.151826809131921294e+02
-4.226176927453959564e+01 4.411795697603847799e+01 -1.084752026812562633e+02
-4.315383800943286730e+01 4.499754828771798287e+01 -1.007298250831516526e+02
-4.237166206602623930e+01 4.510430869581949054e+01 -9.203234914660426114e+01
-3.963619079556238489e+01 4.438485646918554295e+01 -8.247989203159946214e+01
-3.496133413973471704e+01 4.290550536347075905e+01 -7.213060751182335650e+01
-2.861428166579933929e+01 4.084592745507080025e+01 -6.093598812667038800e+01
-2.095831863046373655e+01 3.846238749112189481e+01 -4.867163197063337776e+01
-1.227620196108881245e+01 3.604965045168416538e+01 -3.487761144278492509e+01
-2.671579231938059351e+00 3.392859009113933411e+01 -1.881831545920178073e+01
7.869843108238745444e+00 3.246177714796573355e+01 4.996692301842479145e-01
1.906211115731181138e+01 3.204304106045483280e+01 2.414247896275947269e+01
2.904281736085037835e+01 3.287517125979908883e+01 5.274510450208831713e+01
3.246304514598396196e+01 3.428560957168497936e+01 8.562831321733588652e+01
2.379895631978796899e+01 3.435882235562914389e+01 1.197466871800924082e+02
8.219254103296728786e+00 3.193346027387307018e+01 1.503428165850928053e+02
-4.066488965825991286e+00 2.809805350901626753e+01 1.745473145599827660e+02
-1.047586793730713950e+01 2.421296364367322695e+01 -1.673506925936214031e+02
-1.291687269408980754e+01 2.079623739638775959e+01 -1.538371480263284639e+02
-1.327872716706916911e+01 1.788584842375116324e+01 -1.435125953798135185e+02
-1.264145801666639279e+01 1.539038213887167750e+01 -1.353590275305451769e+02
-1.154547690963180528e+01 1.321139048346992340e+01 -1.286601921069228354e+02
-1.025156844453395877e+01 1.127007025548737396e+01 -1.228841158391776816e+02
-8.883192677439101459e+00 9.507921659050486696e+00 -1.175828140587452424e+02
-7.496249096597565220e+00 7.883012485139971659e+00 -1.122941639195271932e+02
-6.112740481139799620e+00 6.367825986171900432e+00 -1.064008836998170722e+02
-4.737186717052949803e+00 4.951960826032863139e+00 -9.883708663892613799e+01
-3.364723148730501823e+00 3.658182902502502554e+00 -8.733319295070668886e+01
-1.985078858233569887e+00 2.604138747287666700e+00 -6.662678407253342527e+01
-5.844313620854666436e-01 2.157151070189051278e+00 -3.049711509289789291e+01
8.538990219390405478e-01 2.683808580125902399e+00 5.223490297824365136e+00
2.349453751991426032e+00 3.863554923844607192e+00 2.515334947766203655e+01
3.925135913743309057e+00 5.354208793634854580e+00 3.561942437407153506e+01
5.608148051220197772e+00 7.050112025493712409e+00 4.177749319675349682e+01
7.431410596750950504e+00 8.938922089093271239e+00 4.580673097201499644e+01
9.435592608106887269e+00 1.104340295686471940e+01 4.867565105380558776e+01
1.167198918524692175e+01 1.340641564299152222e+01 5.087358036218856228e+01
1.420661831552054011e+01 1.608880780111947217e+01 5.268225779100063022e+01
1.712610760744306049e+01 1.917245565969340859e+01 5.428718683087465990e+01
2.054621937058821501e+01 2.276687119175058882e+01 5.582977281522234136e+01
2.462421049622267333e+01 2.701973288928137862e+01 5.743625659635797831e+01
2.957648771041603908e+01 3.213264897850154256e+01 5.923815573771600640e+01
3.570250303190373842e+01 3.838398999341399076e+01 6.139173499506200216e+01
4.341193601751773201e+01 4.615995940867069436e+01 6.410197678943062272e+01
5.323588734126104072e+01 5.598950524749469082e+01 6.765647572206130178e+01
6.574471230000229127e+01 6.855516594128623353e+01 7.247382273617277804e+01
8.111446791718182681e+01 8.457056559503784854e+01 7.916024815806400738e+01
9.767627274628112843e+01 1.041935367533548344e+02 8.851508713121317840e+01
1.088333751773533322e+02 1.253848693357769264e+02 1.012613269400639098e+02
1.025148993501123442e+02 1.419243818376438639e+02 1.171308124192579356e+02
7.457980932100966243e+01 1.465155717710431986e+02 1.338881538566552933e+02
3.991633638296201525e+01 1.393119248062296833e+02 1.485308371849106663e+02
1.318774720424626778e+01 1.268509674640313563e+02 1.596706121854723222e+02
-3.302079998134743732e+00 1.142906901760222667e+02 1.676063886312027762e+02
-1.259955095502276023e+01 1.035767738614175215e+02 1.731573592071204075e+02
-1.766650124979497960e+01 9.497880660586496049e+01 1.770467281022332600e+02
-2.037376222076808574e+01 8.823600912606129043e+01 1.797899487335115509e+02
-2.178237182271365668e+01 8.300478251987829026e+01 -1.782647606767686170e+02
-2.248394504957586548e+01 7.898767106928930559e+01 -1.768818013908636999e+02
-2.281433710523465663e+01 7.595533068036218083e+01 -1.758979078755452576e+02
-2.297141337490976909e+01 7.373910018741861450e+01 -1.751959202459336780e+02
-2.307850106457857464e+01 7.221854473048503564e+01 -1.746881322327228929e+02
-2.321921059881829308e+01 7.131059691224990615e+01 -1.743055804816261229e+02
-2.345744530246365045e+01 7.096150701952322493e+01 -1.739909081388619825e+02
-2.384986684265833645e+01 7.114135305869965009e+01 -1.736933340675431907e+02
-2.445475203275790577e+01 7.184059448460249087e+01 -1.733648039425080185e+02
-2.533954623779123239e+01 7.306819881022015295e+01 -1.729567071512039718e+02
-2.658866899170397602e+01 7.485094457404096602e+01 -1.724167027929657365e+02
-2.831283413326632115e+01 7.723349503091971258e+01 -1.716852641893316900e+02
-3.066104485311519667e+01 8.027864391860562421e+01 -1.706915601523816122e+02
-3.383619882457459482e+01 8.406657454394176909e+01 -1.693482803461650406e+02
-3.811419777839903134e+01 8.869066621882809898e+01 -1.675450569613053915e+02
-4.386281709275178997e+01 9.424458180779893723e+01 -1.651404304676715924e+02
-5.154597561510978210e+01 1.007898355813787390e+02 -1.619533521518395105e+02
-6.167231562993407579e+01 1.082836526499849441e+02 -1.577581680497538343e+02
-7.459271364545580241e+01 1.164369659655324369e+02 -1.522940372568021417e+02
-8.998987619731968834e+01 1.244849448163060970e+02 -1.453125169011973696e+02
-1.060132187457047905e+02 1.309574233989971788e+02 -1.366974393694591754e+02
-1.187202775441132019e+02 1.337984695804157411e+02 -1.266588043407912352e+02
-1.234854142292406323e+02 1.312900983340846039e+02 -1.158727227931849058e+02
-1.184933779637994320e+02 1.233678017805740410e+02 -1.053319277844673110e+02
-1.063131386998197456e+02 1.118052148105947197e+02 -9.591509694418172671e+01
-9.134628930334467611e+01 9.894002047675986944e+01 -8.806523755867610248e+01
-7.686273873163764847e+01 8.647840250857831279e+01 -8.180992630410868571e+01
-6.431484988910938227e+01 7.524277715692969082e+01 -7.695587015417278565e+01
-5.397282094524290130e+01 6.544921595242402645e+01 -7.325239997485876131e+01
-4.560122200983963126e+01 5.701699882683981002e+01 -7.047297869044854224e+01
-3.883272238789957242e+01 4.975857158358224552e+01 -6.844255990597095263e+01
-3.331960614200351500e+01 4.346993962568608083e+01 -6.704218976062504964e+01
-2.877822962143535790e+01 3.796640238058544981e+01 -6.620873905164054918e+01
-2.499242048351074530e+01 3.309372525015207600e+01 -6.593865164411471369e+01
-2.180501188266298129e+01 2.873061428221276259e+01 -6.630153049518209230e+01
-1.910876193892111274e+01 2.479079479394237495e+01 -6.746999975845140796e+01
-1.684057036735671886e+01 2.123053234101390530e+01 -6.977334947659623765e+01
-1.498014051113588962e+01 1.806824761885363984e+01 -7.377188681171975304e+01
-1.355264875175691763e+01 1.542321647189204903e+01 -8.027434803849941147e+01
-1.263168051242293721e+01 1.356103054079795456e+01 -8.994577981620905405e+01
-1.232904375258041618e+01 1.284297654937067357e+01 -1.018965632167647470e+02
-1.273603920496858599e+01 1.340091007716089067e+01 -1.125220327486955938e+02
-1.375728037953150817e+01 1.475883763325647813e+01 -1.181241549237789172e+02
-1.484426368406119323e+01 1.591874520827480843e+01 -1.180342695876758370e+02
-1.493312891620116289e+01 1.577870068395504255e+01 -1.140130028778588809e+02
-1.302873194951509106e+01 1.361294294667411364e+01 -1.090927870574866603e+02
-8.992835113484373366e+00 9.394484538732930545e+00 -1.089800526347710843e+02
-3.555799434358210220e+00 4.718995245712347852e+00 -1.424583822317047748e+02
2.071299680633322815e+00 8.864859094703989584e+00 1.518069654675936704e+02
5.947977424090749921e+00 1.965488500247820625e+01 1.475222913715849131e+02
4.559310966706076051e+00 3.313077365282752140e+01 1.576474017990800007e+02
-6.093289112751769210e+00 4.682036392448819129e+01 1.736685421894527508e+02
-2.382267799367377137e+01 5.638651222179218792e+01 -1.680277699562927012e+02
-3.883510310622460793e+01 5.941183534688951795e+01 -1.512423912096560343e+02
-4.605036539160147413e+01 5.776709742234378098e+01 -1.380408868723894500e+02
-4.753712216113346045e+01 5.426323574636638369e+01 -1.283506223466425809e+02
-4.631794712991525387e+01 5.047077677718572630e+01 -1.213214541332485368e+02
-4.412849349143372990e+01 4.696646354730602724e+01 -1.161560385871019037e+02
-4.173680211969146825e+01 4.388902125343798133e+01 -1.122836178705459815e+02
-3.944202479383675808e+01 4.122533926954688610e+01 -1.093225714821935100e+02
-3.734342322477385068e+01 3.892078567558439772e+01 -1.070191590583239929e+02
-3.545968490322066913e+01 3.691669680073696469e+01 -1.052019030101872090e+02
-3.377904332387901576e+01 3.516140691711490973e+01 -1.037521984428538389e+02
-3.227993395230492268e+01 3.361226620772335139e+01 -1.025859890335527069e+02
-3.093930250160632767e+01 3.223486254352803826e+01 -1.016423037128520122e+02
-2.973573592556364176e+01 3.100159029530825805e+01 -1.008759641581209792e+02
-2.865043225179968189e+01 2.989026002752692435e+01 -1.002528448828116296e+02
-2.766729215533051089e+01 2.888293490461549240e+01 -9.974672223631809231e+01
-2.677268139309578743e+01 2.796500927313229923e+01 -9.933713311525771417e+01
-2.595509725784628685e+01 2.712449494274342854e+01 -9.900788930139206911e+01
-2.520483446905992508e+01 2.635147236077220612e+01 -9.874602659951486316e+01
-2.451368573947626217e+01 2.563766856473558420e+01 -9.854104818216586636e+01
-2.387468636878923789e+01 2.497613136651094123e+01 -9.838437079643344418e+01
-2.328190161422153892e+01 2.436097633757781011e+01 -9.826891332251499023e+01
-2.273025177262742247e+01 2.378718896174360964e+01 -9.818878685886866720e+01
-2.221536903585270295e+01 2.325046877826862257e+01 -9.813905831348351683e+01
-2.173348050594446335e+01 2.274710567603808897e+01 -9.811556795908676065e+01
-2.128131249604982145e+01 2.227388097134353373e+01 -9.811478711843153633e+01
-2.085601205594513630e+01 2.182798772627942441e+01 -9.813370604992059043e+01
-2.045508241122217186e+01 2.140696611262425364e+01 -9.816974481348415793e+01
-2.007632964747089588e+01 2.100865062535178396e+01 -9.822068180331621079e+01
-1.971781850054339813e+01 2.063112669448077341e+01 -9.828459599309819339e+01
-1.937783554210638925e+01 2.027269480201618990e+01 -9.835981991974878724e+01
-1.905485839189052300e+01 1.993184063165126574e+01 -9.844490114703434358e+01
-1.874752986003798583e+01 1.960721009847945950e+01 -9.853857047780103073e+01
-1.845463613865276287e+01 1.929758835022291663e+01 -9.863971557637295007e+01
-1.817508833270291646e+01 1.900188201940834176e+01 -9.874735895792009899e+01
-1.790790675623300388e+01 1.871910415144678197e+01 -9.886063952551056389e+01
-1.765220752791965353e+01 1.844836134698312335e+01 -9.897879700677879100e+01
-1.740719108625378553e+01 1.818884274580841875e+01 -9.910115877409556617e+01
-1.717213231369251503e+01 1.793981054977568235e+01 -9.922712863457506671e+01
-1.694637201461512888e+01 1.770059183781398815e+01 -9.935617725635565023e+01
-1.672930953667072984e+01 1.747057147053642723e+01 -9.948783396063578266e+01
-1.652039636133606493e+01 1.724918591755156783e+01 -9.962167965888122012e+01
-1.631913051894460409e+01 1.703591786930108753e+01 -9.975734075440593074e+01
-1.612505170746602801e+01 1.683029151851151539e+01 -9.989448385941214781e+01
-1.593773701398195719e+01 1.663186841528840532e+01 -1.000328112042621314e+02
-1.575679715396758240e+01 1.644024381537269619e+01 -1.001720566365560927e+02
-1.558187315682248020e+01 1.625504345380488758e+01 -1.003119821245215917e+02
-1.541263343713184319e+01 1.607592068674142638e+01 -1.004523746930620121e+02
-1.524877120030946998e+01 1.590255395286488671e+01 -1.005930437321816697e+02
